hour,datetime,p_import_mw,p_export_mw,p_dg_mw,p_ely_mw,p_fc_mw,soc_mwh,strategy
309,2022-01-13 21:00:00,8.69,0.00,0.00,0.00,0.00,0.00,IMPORT
310,2022-01-13 22:00:00,11.21,0.00,0.00,0.00,0.00,0.00,IMPORT
311,2022-01-13 23:00:00,10.65,0.00,0.00,0.00,0.00,0.00,IMPORT
312,2022-01-14 00:00:00,10.08,0.00,0.00,0.00,0.00,0.00,IMPORT
313,2022-01-14 01:00:00,7.17,0.00,0.00,0.00,0.00,0.00,IMPORT
314,2022-01-14 02:00:00,5.87,0.00,0.00,0.00,0.00,0.00,IMPORT
315,2022-01-14 03:00:00,5.20,0.00,0.00,0.00,0.00,0.00,IMPORT
316,2022-01-14 04:00:00,5.52,0.00,0.00,0.00,0.00,0.00,IMPORT
317,2022-01-14 05:00:00,2.19,0.00,0.00,0.00,0.00,0.00,IMPORT
318,2022-01-14 06:00:00,0.00,1.25,0.00,0.00,0.00,0.00,EXPORT
319,2022-01-14 07:00:00,2.70,0.00,0.00,0.00,0.00,0.00,IMPORT
320,2022-01-14 08:00:00,0.36,0.00,0.00,0.00,0.00,0.00,IMPORT
321,2022-01-14 09:00:00,2.29,0.00,0.00,0.00,0.00,0.00,IMPORT
322,2022-01-14 10:00:00,2.45,0.00,0.00,0.00,0.00,0.00,IMPORT
323,2022-01-14 11:00:00,6.48,0.00,0.00,0.00,0.00,0.00,IMPORT
324,2022-01-14 12:00:00,3.04,0.00,0.00,0.00,0.00,0.00,IMPORT
325,2022-01-14 13:00:00,0.00,0.24,0.00,0.00,0.00,0.00,EXPORT
326,2022-01-14 14:00:00,1.62,0.00,0.00,0.00,0.00,0.00,IMPORT
327,2022-01-14 15:00:00,5.79,0.00,0.00,0.00,0.00,0.00,IMPORT
328,2022-01-14 16:00:00,5.57,0.00,0.00,0.00,0.00,0.00,IMPORT
329,2022-01-14 17:00:00,7.26,0.00,0.00,0.00,0.00,0.00,IMPORT
330,2022-01-14 18:00:00,3.51,0.00,0.00,0.00,0.00,0.00,IMPORT
331,2022-01-14 19:00:00,4.64,0.00,0.00,0.00,0.00,0.00,IMPORT
332,2022-01-14 20:00:00,2.71,0.00,0.00,0.00,0.00,0.00,IMPORT
333,2022-01-14 21:00:00,3.28,0.00,0.00,0.00,0.00,0.00,IMPORT
334,2022-01-14 22:00:00,4.31,0.00,0.00,0.00,0.00,0.00,IMPORT
335,2022-01-14 23:00:00,8.20,0.00,0.00,0.00,0.00,0.00,IMPORT
336,2022-01-15 00:00:00,4.12,0.00,0.00,0.00,0.00,0.00,IMPORT
337,2022-01-15 01:00:00,4.19,0.00,0.00,0.00,0.00,0.00,IMPORT
338,2022-01-15 02:00:00,3.34,0.00,0.00,0.00,0.00,0.00,IMPORT
339,2022-01-15 03:00:00,6.85,0.00,0.00,0.00,0.00,0.00,IMPORT
340,2022-01-15 04:00:00,4.09,0.00,0.00,0.00,0.00,0.00,IMPORT
341,2022-01-15 05:00:00,5.91,0.00,0.00,0.00,0.00,0.00,IMPORT
342,2022-01-15 06:00:00,9.95,0.00,0.00,0.00,0.00,0.00,IMPORT
343,2022-01-15 07:00:00,12.15,0.00,0.00,0.00,0.00,0.00,IMPORT
344,2022-01-15 08:00:00,9.96,0.00,0.00,0.00,0.00,0.00,IMPORT
345,2022-01-15 09:00:00,11.98,0.00,0.00,0.00,0.00,0.00,IMPORT
346,2022-01-15 10:00:00,13.11,0.00,0.00,0.00,0.00,0.00,IMPORT
347,2022-01-15 11:00:00,14.17,0.00,0.00,0.00,0.00,0.00,IMPORT
348,2022-01-15 12:00:00,12.23,0.00,0.00,0.00,0.00,0.00,IMPORT
349,2022-01-15 13:00:00,7.94,0.00,0.00,0.00,0.00,0.00,IMPORT
350,2022-01-15 14:00:00,12.61,0.00,0.00,0.00,0.00,0.00,IMPORT
351,2022-01-15 15:00:00,10.48,0.00,0.00,0.00,0.00,0.00,IMPORT
352,2022-01-15 16:00:00,11.53,0.00,0.00,0.00,0.00,0.00,IMPORT
353,2022-01-15 17:00:00,11.28,0.00,0.00,0.00,0.00,0.00,IMPORT
354,2022-01-15 18:00:00,11.51,0.00,0.00,0.00,0.00,0.00,IMPORT
355,2022-01-15 19:00:00,8.57,0.00,0.00,0.00,0.00,0.00,IMPORT
356,2022-01-15 20:00:00,8.93,0.00,0.00,0.00,0.00,0.00,IMPORT
357,2022-01-15 21:00:00,9.20,0.00,0.00,0.00,0.00,0.00,IMPORT
358,2022-01-15 22:00:00,9.90,0.00,0.00,0.00,0.00,0.00,IMPORT
359,2022-01-15 23:00:00,9.93,0.00,0.00,0.00,0.00,0.00,IMPORT
360,2022-01-16 00:00:00,6.45,0.00,0.00,0.00,0.00,0.00,IMPORT
361,2022-01-16 01:00:00,5.29,0.00,0.00,0.00,0.00,0.00,IMPORT
362,2022-01-16 02:00:00,4.17,0.00,0.00,0.00,0.00,0.00,IMPORT
363,2022-01-16 03:00:00,1.74,0.00,0.00,0.00,0.00,0.00,IMPORT
364,2022-01-16 04:00:00,3.81,0.00,0.00,0.00,0.00,0.00,IMPORT
365,2022-01-16 05:00:00,3.35,0.00,0.00,0.00,0.00,0.00,IMPORT
366,2022-01-16 06:00:00,4.38,0.00,0.00,0.00,0.00,0.00,IMPORT
367,2022-01-16 07:00:00,8.14,0.00,0.00,0.00,0.00,0.00,IMPORT
368,2022-01-16 08:00:00,6.20,0.00,0.00,0.00,0.00,0.00,IMPORT
369,2022-01-16 09:00:00,7.79,0.00,0.00,0.00,0.00,0.00,IMPORT
370,2022-01-16 10:00:00,5.55,0.00,0.00,0.00,0.00,0.00,IMPORT
371,2022-01-16 11:00:00,13.96,0.00,0.00,0.00,0.00,0.00,IMPORT
372,2022-01-16 12:00:00,10.66,0.00,0.00,0.00,0.00,0.00,IMPORT
373,2022-01-16 13:00:00,8.79,0.00,0.00,0.00,0.00,0.00,IMPORT
374,2022-01-16 14:00:00,7.12,0.00,0.00,0.00,0.00,0.00,IMPORT
375,2022-01-16 15:00:00,10.44,0.00,0.00,0.00,0.00,0.00,IMPORT
376,2022-01-16 16:00:00,8.29,0.00,0.00,0.00,0.00,0.00,IMPORT
377,2022-01-16 17:00:00,10.26,0.00,0.00,0.00,0.00,0.00,IMPORT
378,2022-01-16 18:00:00,5.96,0.00,0.00,0.00,0.00,0.00,IMPORT
379,2022-01-16 19:00:00,7.54,0.00,0.00,0.00,0.00,0.00,IMPORT
380,2022-01-16 20:00:00,6.32,0.00,0.00,0.00,0.00,0.00,IMPORT
381,2022-01-16 21:00:00,9.34,0.00,0.00,0.00,0.00,0.00,IMPORT
382,2022-01-16 22:00:00,7.83,0.00,0.00,0.00,0.00,0.00,IMPORT
383,2022-01-16 23:00:00,7.14,0.00,0.00,0.00,0.00,0.00,IMPORT
384,2022-01-17 00:00:00,8.12,0.00,0.00,0.00,0.00,0.00,IMPORT
385,2022-01-17 01:00:00,6.09,0.00,0.00,0.00,0.00,0.00,IMPORT
386,2022-01-17 02:00:00,5.02,0.00,0.00,0.00,0.00,0.00,IMPORT
387,2022-01-17 03:00:00,5.78,0.00,0.00,0.00,0.00,0.00,IMPORT
388,2022-01-17 04:00:00,7.51,0.00,0.00,0.00,0.00,0.00,IMPORT
389,2022-01-17 05:00:00,4.74,0.00,0.00,0.00,0.00,0.00,IMPORT
390,2022-01-17 06:00:00,9.09,0.00,0.00,0.00,0.00,0.00,IMPORT
391,2022-01-17 07:00:00,10.34,0.00,0.00,0.00,0.00,0.00,IMPORT
392,2022-01-17 08:00:00,8.57,0.00,0.00,0.00,0.00,0.00,IMPORT
393,2022-01-17 09:00:00,10.73,0.00,0.00,0.00,0.00,0.00,IMPORT
394,2022-01-17 10:00:00,7.62,0.00,0.00,0.00,0.00,0.00,IMPORT
395,2022-01-17 11:00:00,17.13,0.00,0.00,0.00,0.00,0.00,IMPORT
396,2022-01-17 12:00:00,13.71,0.00,0.00,0.00,0.00,0.00,IMPORT
397,2022-01-17 13:00:00,11.07,0.00,0.00,0.00,0.00,0.00,IMPORT
398,2022-01-17 14:00:00,13.50,0.00,0.00,0.00,0.00,0.00,IMPORT
399,2022-01-17 15:00:00,12.93,0.00,0.00,0.00,0.00,0.00,IMPORT
400,2022-01-17 16:00:00,12.54,0.00,0.00,0.00,0.00,0.00,IMPORT
401,2022-01-17 17:00:00,13.70,0.00,0.00,0.00,0.00,0.00,IMPORT
402,2022-01-17 18:00:00,13.15,0.00,0.00,0.00,0.00,0.00,IMPORT
403,2022-01-17 19:00:00,10.82,0.00,0.00,0.00,0.00,0.00,IMPORT
404,2022-01-17 20:00:00,12.36,0.00,0.00,0.00,0.00,0.00,IMPORT
405,2022-01-17 21:00:00,10.16,0.00,0.00,0.00,0.00,0.00,IMPORT
406,2022-01-17 22:00:00,11.65,0.00,0.00,0.00,0.00,0.00,IMPORT
407,2022-01-17 23:00:00,9.23,0.00,0.00,0.00,0.00,0.00,IMPORT
408,2022-01-18 00:00:00,8.57,0.00,0.00,0.00,0.00,0.00,IMPORT
409,2022-01-18 01:00:00,7.17,0.00,0.00,0.00,0.00,0.00,IMPORT
410,2022-01-18 02:00:00,4.72,0.00,0.00,0.00,0.00,0.00,IMPORT
411,2022-01-18 03:00:00,4.75,0.00,0.00,0.00,0.00,0.00,IMPORT
412,2022-01-18 04:00:00,6.78,0.00,0.00,0.00,0.00,0.00,IMPORT
413,2022-01-18 05:00:00,4.65,0.00,0.00,0.00,0.00,0.00,IMPORT
414,2022-01-18 06:00:00,7.03,0.00,0.00,0.00,0.00,0.00,IMPORT
415,2022-01-18 07:00:00,6.66,0.00,0.00,0.00,0.00,0.00,IMPORT
416,2022-01-18 08:00:00,11.24,0.00,0.00,0.00,0.00,0.00,IMPORT
417,2022-01-18 09:00:00,11.40,0.00,0.00,0.00,0.00,0.00,IMPORT
418,2022-01-18 10:00:00,8.39,0.00,0.00,0.00,0.00,0.00,IMPORT
419,2022-01-18 11:00:00,13.07,0.00,0.00,0.00,0.00,0.00,IMPORT
420,2022-01-18 12:00:00,9.62,0.00,0.00,0.00,0.00,0.00,IMPORT
421,2022-01-18 13:00:00,9.78,0.00,0.00,0.00,0.00,0.00,IMPORT
422,2022-01-18 14:00:00,13.94,0.00,0.00,0.00,0.00,0.00,IMPORT
423,2022-01-18 15:00:00,10.44,0.00,0.00,0.00,0.00,0.00,IMPORT
424,2022-01-18 16:00:00,13.33,0.00,0.00,0.00,0.00,0.00,IMPORT
425,2022-01-18 17:00:00,13.75,0.00,0.00,0.00,0.00,0.00,IMPORT
426,2022-01-18 18:00:00,11.37,0.00,0.00,0.00,0.00,0.00,IMPORT
427,2022-01-18 19:00:00,9.96,0.00,0.00,0.00,0.00,0.00,IMPORT
428,2022-01-18 20:00:00,11.34,0.00,0.00,0.00,0.00,0.00,IMPORT
429,2022-01-18 21:00:00,8.94,0.00,0.00,0.00,0.00,0.00,IMPORT
430,2022-01-18 22:00:00,8.81,0.00,0.00,0.00,0.00,0.00,IMPORT
431,2022-01-18 23:00:00,7.26,0.00,0.00,0.00,0.00,0.00,IMPORT
432,2022-01-19 00:00:00,8.03,0.00,0.00,0.00,0.00,0.00,IMPORT
433,2022-01-19 01:00:00,6.67,0.00,0.00,0.00,0.00,0.00,IMPORT
434,2022-01-19 02:00:00,7.21,0.00,0.00,0.00,0.00,0.00,IMPORT
435,2022-01-19 03:00:00,6.01,0.00,0.00,0.00,0.00,0.00,IMPORT
436,2022-01-19 04:00:00,6.91,0.00,0.00,0.00,0.00,0.00,IMPORT
437,2022-01-19 05:00:00,5.90,0.00,0.00,0.00,0.00,0.00,IMPORT
438,2022-01-19 06:00:00,7.83,0.00,0.00,0.00,0.00,0.00,IMPORT
439,2022-01-19 07:00:00,5.33,0.00,0.00,0.00,0.00,0.00,IMPORT
440,2022-01-19 08:00:00,7.71,0.00,0.00,0.00,0.00,0.00,IMPORT
441,2022-01-19 09:00:00,8.99,0.00,0.00,0.00,0.00,0.00,IMPORT
442,2022-01-19 10:00:00,6.92,0.00,0.00,0.00,0.00,0.00,IMPORT
443,2022-01-19 11:00:00,6.66,0.00,0.00,0.00,0.00,0.00,IMPORT
444,2022-01-19 12:00:00,4.15,0.00,0.00,0.00,0.00,0.00,IMPORT
445,2022-01-19 13:00:00,2.25,0.00,0.00,0.00,0.00,0.00,IMPORT
446,2022-01-19 14:00:00,3.08,0.00,0.00,0.00,0.00,0.00,IMPORT
447,2022-01-19 15:00:00,4.55,0.00,0.00,0.00,0.00,0.00,IMPORT
448,2022-01-19 16:00:00,3.61,0.00,0.00,0.00,0.00,0.00,IMPORT
449,2022-01-19 17:00:00,3.18,0.00,0.00,0.00,0.00,0.00,IMPORT
450,2022-01-19 18:00:00,2.67,0.00,0.00,0.00,0.00,0.00,IMPORT
451,2022-01-19 19:00:00,4.36,0.00,0.00,0.00,0.00,0.00,IMPORT
452,2022-01-19 20:00:00,5.40,0.00,0.00,0.00,0.00,0.00,IMPORT
453,2022-01-19 21:00:00,3.32,0.00,0.00,0.00,0.00,0.00,IMPORT
454,2022-01-19 22:00:00,3.26,0.00,0.00,0.00,0.00,0.00,IMPORT
455,2022-01-19 23:00:00,5.32,0.00,0.00,0.00,0.00,0.00,IMPORT
456,2022-01-20 00:00:00,4.47,0.00,0.00,0.00,0.00,0.00,IMPORT
457,2022-01-20 01:00:00,2.44,0.00,0.00,0.00,0.00,0.00,IMPORT
458,2022-01-20 02:00:00,3.27,0.00,0.00,0.00,0.00,0.00,IMPORT
459,2022-01-20 03:00:00,4.51,0.00,0.00,0.00,0.00,0.00,IMPORT
460,2022-01-20 04:00:00,6.13,0.00,0.00,0.00,0.00,0.00,IMPORT
461,2022-01-20 05:00:00,4.25,0.00,0.00,0.00,0.00,0.00,IMPORT
462,2022-01-20 06:00:00,6.34,0.00,0.00,0.00,0.00,0.00,IMPORT
463,2022-01-20 07:00:00,5.50,0.00,0.00,0.00,0.00,0.00,IMPORT
464,2022-01-20 08:00:00,10.54,0.00,0.00,0.00,0.00,0.00,IMPORT
465,2022-01-20 09:00:00,9.81,0.00,0.00,0.00,0.00,0.00,IMPORT
466,2022-01-20 10:00:00,12.07,0.00,0.00,0.00,0.00,0.00,IMPORT
467,2022-01-20 11:00:00,12.73,0.00,0.00,0.00,0.00,0.00,IMPORT
468,2022-01-20 12:00:00,12.38,0.00,0.00,0.00,0.00,0.00,IMPORT
469,2022-01-20 13:00:00,8.52,0.00,0.00,0.00,0.00,0.00,IMPORT
470,2022-01-20 14:00:00,10.59,0.00,0.00,0.00,0.00,0.00,IMPORT
471,2022-01-20 15:00:00,10.41,0.00,0.00,0.00,0.00,0.00,IMPORT
472,2022-01-20 16:00:00,9.05,0.00,0.00,0.00,0.00,0.00,IMPORT
473,2022-01-20 17:00:00,9.65,0.00,0.00,0.00,0.00,0.00,IMPORT
474,2022-01-20 18:00:00,11.64,0.00,0.00,0.00,0.00,0.00,IMPORT
475,2022-01-20 19:00:00,9.46,0.00,0.00,0.00,0.00,0.00,IMPORT
476,2022-01-20 20:00:00,9.03,0.00,0.00,0.00,0.00,0.00,IMPORT
477,2022-01-20 21:00:00,7.81,0.00,0.00,0.00,0.00,0.00,IMPORT
478,2022-01-20 22:00:00,6.82,0.00,0.00,0.00,0.00,0.00,IMPORT
479,2022-01-20 23:00:00,8.39,0.00,0.00,0.00,0.00,0.00,IMPORT
480,2022-01-21 00:00:00,6.46,0.00,0.00,0.00,0.00,0.00,IMPORT
481,2022-01-21 01:00:00,4.88,0.00,0.00,0.00,0.00,0.00,IMPORT
482,2022-01-21 02:00:00,7.74,0.00,0.00,0.00,0.00,0.00,IMPORT
483,2022-01-21 03:00:00,6.12,0.00,0.00,0.00,0.00,0.00,IMPORT
484,2022-01-21 04:00:00,9.77,0.00,0.00,0.00,0.00,0.00,IMPORT
485,2022-01-21 05:00:00,7.45,0.00,0.00,0.00,0.00,0.00,IMPORT
486,2022-01-21 06:00:00,9.45,0.00,0.00,0.00,0.00,0.00,IMPORT
487,2022-01-21 07:00:00,7.90,0.00,0.00,0.00,0.00,0.00,IMPORT
488,2022-01-21 08:00:00,9.85,0.00,0.00,0.00,0.00,0.00,IMPORT
489,2022-01-21 09:00:00,11.13,0.00,0.00,0.00,0.00,0.00,IMPORT
490,2022-01-21 10:00:00,10.79,0.00,0.00,0.00,0.00,0.00,IMPORT
491,2022-01-21 11:00:00,8.22,0.00,0.00,0.00,0.00,0.00,IMPORT
492,2022-01-21 12:00:00,11.26,0.00,0.00,0.00,0.00,0.00,IMPORT
493,2022-01-21 13:00:00,11.81,0.00,0.00,0.00,0.00,0.00,IMPORT
494,2022-01-21 14:00:00,11.24,0.00,0.00,0.00,0.00,0.00,IMPORT
495,2022-01-21 15:00:00,11.23,0.00,0.00,0.00,0.00,0.00,IMPORT
496,2022-01-21 16:00:00,9.26,0.00,0.00,0.00,0.00,0.00,IMPORT
497,2022-01-21 17:00:00,13.09,0.00,0.00,0.00,0.00,0.00,IMPORT
498,2022-01-21 18:00:00,8.32,0.00,0.00,0.00,0.00,0.00,IMPORT
499,2022-01-21 19:00:00,10.11,0.00,0.00,0.00,0.00,0.00,IMPORT
500,2022-01-21 20:00:00,9.59,0.00,0.00,0.00,0.00,0.00,IMPORT
501,2022-01-21 21:00:00,5.31,0.00,0.00,0.00,0.00,0.00,IMPORT
502,2022-01-21 22:00:00,7.22,0.00,0.00,0.00,0.00,0.00,IMPORT
503,2022-01-21 23:00:00,8.97,0.00,0.00,0.00,0.00,0.00,IMPORT
504,2022-01-22 00:00:00,7.36,0.00,0.00,0.00,0.00,0.00,IMPORT
505,2022-01-22 01:00:00,6.32,0.00,0.00,0.00,0.00,0.00,IMPORT
506,2022-01-22 02:00:00,4.09,0.00,0.00,0.00,0.00,0.00,IMPORT
507,2022-01-22 03:00:00,6.60,0.00,0.00,0.00,0.00,0.00,IMPORT
508,2022-01-22 04:00:00,8.99,0.00,0.00,0.00,0.00,0.00,IMPORT
509,2022-01-22 05:00:00,9.39,0.00,0.00,0.00,0.00,0.00,IMPORT
510,2022-01-22 06:00:00,7.32,0.00,0.00,0.00,0.00,0.00,IMPORT
511,2022-01-22 07:00:00,9.78,0.00,0.00,0.00,0.00,0.00,IMPORT
512,2022-01-22 08:00:00,11.05,0.00,0.00,0.00,0.00,0.00,IMPORT
513,2022-01-22 09:00:00,12.56,0.00,0.00,0.00,0.00,0.00,IMPORT
514,2022-01-22 10:00:00,8.66,0.00,0.00,0.00,0.00,0.00,IMPORT
515,2022-01-22 11:00:00,11.26,0.00,0.00,0.00,0.00,0.00,IMPORT
516,2022-01-22 12:00:00,13.41,0.00,0.00,0.00,0.00,0.00,IMPORT
517,2022-01-22 13:00:00,10.04,0.00,0.00,0.00,0.00,0.00,IMPORT
518,2022-01-22 14:00:00,12.09,0.00,0.00,0.00,0.00,0.00,IMPORT
519,2022-01-22 15:00:00,10.68,0.00,0.00,0.00,0.00,0.00,IMPORT
520,2022-01-22 16:00:00,9.30,0.00,0.00,0.00,0.00,0.00,IMPORT
521,2022-01-22 17:00:00,11.37,0.00,0.00,0.00,0.00,0.00,IMPORT
522,2022-01-22 18:00:00,9.42,0.00,0.00,0.00,0.00,0.00,IMPORT
523,2022-01-22 19:00:00,8.48,0.00,0.00,0.00,0.00,0.00,IMPORT
524,2022-01-22 20:00:00,10.01,0.00,0.00,0.00,0.00,0.00,IMPORT
525,2022-01-22 21:00:00,8.51,0.00,0.00,0.00,0.00,0.00,IMPORT
526,2022-01-22 22:00:00,9.02,0.00,0.00,0.00,0.00,0.00,IMPORT
527,2022-01-22 23:00:00,10.39,0.00,0.00,0.00,0.00,0.00,IMPORT
528,2022-01-23 00:00:00,7.03,0.00,0.00,0.00,0.00,0.00,IMPORT
529,2022-01-23 01:00:00,5.05,0.00,0.00,0.00,0.00,0.00,IMPORT
530,2022-01-23 02:00:00,5.62,0.00,0.00,0.00,0.00,0.00,IMPORT
531,2022-01-23 03:00:00,7.29,0.00,0.00,0.00,0.00,0.00,IMPORT
532,2022-01-23 04:00:00,9.66,0.00,0.00,0.00,0.00,0.00,IMPORT
533,2022-01-23 05:00:00,7.91,0.00,0.00,0.00,0.00,0.00,IMPORT
534,2022-01-23 06:00:00,8.81,0.00,0.00,0.00,0.00,0.00,IMPORT
535,2022-01-23 07:00:00,9.54,0.00,0.00,0.00,0.00,0.00,IMPORT
536,2022-01-23 08:00:00,8.68,0.00,0.00,0.00,0.00,0.00,IMPORT
537,2022-01-23 09:00:00,9.58,0.00,0.00,0.00,0.00,0.00,IMPORT
538,2022-01-23 10:00:00,9.11,0.00,0.00,0.00,0.00,0.00,IMPORT
539,2022-01-23 11:00:00,14.96,0.00,0.00,0.00,0.00,0.00,IMPORT
540,2022-01-23 12:00:00,14.39,0.00,0.00,0.00,0.00,0.00,IMPORT
541,2022-01-23 13:00:00,13.47,0.00,0.00,0.00,0.00,0.00,IMPORT
542,2022-01-23 14:00:00,14.03,0.00,0.00,0.00,0.00,0.00,IMPORT
543,2022-01-23 15:00:00,12.29,0.00,0.00,0.00,0.00,0.00,IMPORT
544,2022-01-23 16:00:00,8.36,0.00,0.00,0.00,0.00,0.00,IMPORT
545,2022-01-23 17:00:00,12.12,0.00,0.00,0.00,0.00,0.00,IMPORT
546,2022-01-23 18:00:00,6.59,0.00,0.00,0.00,0.00,0.00,IMPORT
547,2022-01-23 19:00:00,4.90,0.00,0.00,0.00,0.00,0.00,IMPORT
548,2022-01-23 20:00:00,6.41,0.00,0.00,0.00,0.00,0.00,IMPORT
549,2022-01-23 21:00:00,4.88,0.00,0.00,0.00,0.00,0.00,IMPORT
550,2022-01-23 22:00:00,8.23,0.00,0.00,0.00,0.00,0.00,IMPORT
551,2022-01-23 23:00:00,5.99,0.00,0.00,0.00,0.00,0.00,IMPORT
552,2022-01-24 00:00:00,4.81,0.00,0.00,0.00,0.00,0.00,IMPORT
553,2022-01-24 01:00:00,2.66,0.00,0.00,0.00,0.00,0.00,IMPORT
554,2022-01-24 02:00:00,1.18,0.00,0.00,0.00,0.00,0.00,IMPORT
555,2022-01-24 03:00:00,2.08,0.00,0.00,0.00,0.00,0.00,IMPORT
556,2022-01-24 04:00:00,4.89,0.00,0.00,0.00,0.00,0.00,IMPORT
557,2022-01-24 05:00:00,5.51,0.00,0.00,0.00,0.00,0.00,IMPORT
558,2022-01-24 06:00:00,6.81,0.00,0.00,0.00,0.00,0.00,IMPORT
559,2022-01-24 07:00:00,7.27,0.00,0.00,0.00,0.00,0.00,IMPORT
560,2022-01-24 08:00:00,10.24,0.00,0.00,0.00,0.00,0.00,IMPORT
561,2022-01-24 09:00:00,11.20,0.00,0.00,0.00,0.00,0.00,IMPORT
562,2022-01-24 10:00:00,10.16,0.00,0.00,0.00,0.00,0.00,IMPORT
563,2022-01-24 11:00:00,11.69,0.00,0.00,0.00,0.00,0.00,IMPORT
564,2022-01-24 12:00:00,13.35,0.00,0.00,0.00,0.00,0.00,IMPORT
565,2022-01-24 13:00:00,9.70,0.00,0.00,0.00,0.00,0.00,IMPORT
566,2022-01-24 14:00:00,11.56,0.00,0.00,0.00,0.00,0.00,IMPORT
567,2022-01-24 15:00:00,13.66,0.00,0.00,0.00,0.00,0.00,IMPORT
568,2022-01-24 16:00:00,13.31,0.00,0.00,0.00,0.00,0.00,IMPORT
569,2022-01-24 17:00:00,14.11,0.00,0.00,0.00,0.00,0.00,IMPORT
570,2022-01-24 18:00:00,11.35,0.00,0.00,0.00,0.00,0.00,IMPORT
571,2022-01-24 19:00:00,8.06,0.00,0.00,0.00,0.00,0.00,IMPORT
572,2022-01-24 20:00:00,8.19,0.00,0.00,0.00,0.00,0.00,IMPORT
573,2022-01-24 21:00:00,9.94,0.00,0.00,0.00,0.00,0.00,IMPORT
574,2022-01-24 22:00:00,7.04,0.00,0.00,0.00,0.00,0.00,IMPORT
575,2022-01-24 23:00:00,10.75,0.00,0.00,0.00,0.00,0.00,IMPORT
576,2022-01-25 00:00:00,8.56,0.00,0.00,0.00,0.00,0.00,IMPORT
577,2022-01-25 01:00:00,6.04,0.00,0.00,0.00,0.00,0.00,IMPORT
578,2022-01-25 02:00:00,4.94,0.00,0.00,0.00,0.00,0.00,IMPORT
579,2022-01-25 03:00:00,4.61,0.00,0.00,0.00,0.00,0.00,IMPORT
580,2022-01-25 04:00:00,7.19,0.00,0.00,0.00,0.00,0.00,IMPORT
581,2022-01-25 05:00:00,9.56,0.00,0.00,0.00,0.00,0.00,IMPORT
582,2022-01-25 06:00:00,5.27,0.00,0.00,0.00,0.00,0.00,IMPORT
583,2022-01-25 07:00:00,9.70,0.00,0.00,0.00,0.00,0.00,IMPORT
584,2022-01-25 08:00:00,10.73,0.00,0.00,0.00,0.00,0.00,IMPORT
585,2022-01-25 09:00:00,14.12,0.00,0.00,0.00,0.00,0.00,IMPORT
586,2022-01-25 10:00:00,13.10,0.00,0.00,0.00,0.00,0.00,IMPORT
587,2022-01-25 11:00:00,13.66,0.00,0.00,0.00,0.00,0.00,IMPORT
588,2022-01-25 12:00:00,11.20,0.00,0.00,0.00,0.00,0.00,IMPORT
589,2022-01-25 13:00:00,10.73,0.00,0.00,0.00,0.00,0.00,IMPORT
590,2022-01-25 14:00:00,11.49,0.00,0.00,0.00,0.00,0.00,IMPORT
591,2022-01-25 15:00:00,13.76,0.00,0.00,0.00,0.00,0.00,IMPORT
592,2022-01-25 16:00:00,13.10,0.00,0.00,0.00,0.00,0.00,IMPORT
593,2022-01-25 17:00:00,13.39,0.00,0.00,0.00,0.00,0.00,IMPORT
594,2022-01-25 18:00:00,11.58,0.00,0.00,0.00,0.00,0.00,IMPORT
595,2022-01-25 19:00:00,8.81,0.00,0.00,0.00,0.00,0.00,IMPORT
596,2022-01-25 20:00:00,8.04,0.00,0.00,0.00,0.00,0.00,IMPORT
597,2022-01-25 21:00:00,8.62,0.00,0.00,0.00,0.00,0.00,IMPORT
598,2022-01-25 22:00:00,7.09,0.00,0.00,0.00,0.00,0.00,IMPORT
599,2022-01-25 23:00:00,11.05,0.00,0.00,0.00,0.00,0.00,IMPORT
600,2022-01-26 00:00:00,7.17,0.00,0.00,0.00,0.00,0.00,IMPORT
601,2022-01-26 01:00:00,7.14,0.00,0.00,0.00,0.00,0.00,IMPORT
602,2022-01-26 02:00:00,5.28,0.00,0.00,0.00,0.00,0.00,IMPORT
603,2022-01-26 03:00:00,6.23,0.00,0.00,0.00,0.00,0.00,IMPORT
604,2022-01-26 04:00:00,4.71,0.00,0.00,0.00,0.00,0.00,IMPORT
605,2022-01-26 05:00:00,7.71,0.00,0.00,0.00,0.00,0.00,IMPORT
606,2022-01-26 06:00:00,7.39,0.00,0.00,0.00,0.00,0.00,IMPORT
607,2022-01-26 07:00:00,9.32,0.00,0.00,0.00,0.00,0.00,IMPORT
608,2022-01-26 08:00:00,8.20,0.00,0.00,0.00,0.00,0.00,IMPORT
609,2022-01-26 09:00:00,8.51,0.00,0.00,0.00,0.00,0.00,IMPORT
610,2022-01-26 10:00:00,5.78,0.00,0.00,0.00,0.00,0.00,IMPORT
611,2022-01-26 11:00:00,5.24,0.00,0.00,0.00,0.00,0.00,IMPORT
612,2022-01-26 12:00:00,2.89,0.00,0.00,0.00,0.00,0.00,IMPORT
613,2022-01-26 13:00:00,2.99,0.00,0.00,0.00,0.00,0.00,IMPORT
614,2022-01-26 14:00:00,3.28,0.00,0.00,0.00,0.00,0.00,IMPORT
615,2022-01-26 15:00:00,3.88,0.00,0.00,0.00,0.00,0.00,IMPORT
616,2022-01-26 16:00:00,2.45,0.00,0.00,0.00,0.00,0.00,IMPORT
617,2022-01-26 17:00:00,7.71,0.00,0.00,0.00,0.00,0.00,IMPORT
